userId	geneSymbol	geneName	entrezgene	score	gLink
Art9	Art9	Arginine methyltransferase 9	41698	-3.8170229295675	https://www.ncbi.nlm.nih.gov/gene/?term=41698
Asator	Asator	asator	43794	-0.555507523695718	https://www.ncbi.nlm.nih.gov/gene/?term=43794
AstA-R1	AstA-R1	Allatostatin A receptor 1	44126	-3.31409263838757	https://www.ncbi.nlm.nih.gov/gene/?term=44126
AstA-R2	AstA-R2	Allatostatin A receptor 2	43393	-2.38288153665206	https://www.ncbi.nlm.nih.gov/gene/?term=43393
AstC-R1	AstC-R1	Allatostatin C receptor 1	40020	-2.99055644134057	https://www.ncbi.nlm.nih.gov/gene/?term=40020
AstC-R2	AstC-R2	Allatostatin C receptor 2	40019	-2.00385745311363	https://www.ncbi.nlm.nih.gov/gene/?term=40019
AstCC	AstCC	Allatostatin double C	34538	-7.80211849503818	https://www.ncbi.nlm.nih.gov/gene/?term=34538
Asx	Asx	Additional sex combs	36612	0.546407879453136	https://www.ncbi.nlm.nih.gov/gene/?term=36612
Atg1	Atg1	Autophagy-related 1	39454	0.45822703874363	https://www.ncbi.nlm.nih.gov/gene/?term=39454
Atg10	Atg10	Autophagy-related 10	50253	-2.09339940740278	https://www.ncbi.nlm.nih.gov/gene/?term=50253
Atg13	Atg13	Autophagy-related 13	40998	0.554331469209949	https://www.ncbi.nlm.nih.gov/gene/?term=40998
Atg17	Atg17	Autophagy-related 17	40700	0.580621512773007	https://www.ncbi.nlm.nih.gov/gene/?term=40700
Atg3	Atg3	Autophagy-related 3	40044	0.601370859197057	https://www.ncbi.nlm.nih.gov/gene/?term=40044
Atg7	Atg7	Autophagy-related 7	37141	-0.801770408749679	https://www.ncbi.nlm.nih.gov/gene/?term=37141
Atg8a	Atg8a	Autophagy-related 8a	32001	0.480598118839704	https://www.ncbi.nlm.nih.gov/gene/?term=32001
Atg8b	Atg8b	Autophagy-related 8b	42132	-5.34560340360109	https://www.ncbi.nlm.nih.gov/gene/?term=42132
Atpalpha	Atpalpha	Na pump alpha subunit	48971	0.444118989261369	https://www.ncbi.nlm.nih.gov/gene/?term=48971
AttB	AttB	Attacin-B	36637	-1.7724298265833	https://www.ncbi.nlm.nih.gov/gene/?term=36637
Atu	Atu	Another transcription unit	40684	0.561271746463426	https://www.ncbi.nlm.nih.gov/gene/?term=40684
Atx2	Atx2	Ataxin-2	41883	0.555221164099331	https://www.ncbi.nlm.nih.gov/gene/?term=41883
Awh	Awh	Arrowhead	38451	-2.40266726719976	https://www.ncbi.nlm.nih.gov/gene/?term=38451
Axn	Axn	Axin	43565	0.397145231003585	https://www.ncbi.nlm.nih.gov/gene/?term=43565
Axud1	Axud1	AXIN1 up-regulated 1	33419	0.605186802428361	https://www.ncbi.nlm.nih.gov/gene/?term=33419
B-H1	B-H1	BarH1	32724	-2.47984459249509	https://www.ncbi.nlm.nih.gov/gene/?term=32724
B-H2	B-H2	BarH2	32723	-2.46950141552976	https://www.ncbi.nlm.nih.gov/gene/?term=32723
B4	B4	B4	34767	0.319206226597478	https://www.ncbi.nlm.nih.gov/gene/?term=34767
B52	B52	B52	41670	0.589714480656763	https://www.ncbi.nlm.nih.gov/gene/?term=41670
BBS1	BBS1	Bardet-Biedl syndrome 1	38780	-3.9571453855016	https://www.ncbi.nlm.nih.gov/gene/?term=38780
BBS4	BBS4	Bardet-Biedl syndrome 4	36167	-4.10809765755377	https://www.ncbi.nlm.nih.gov/gene/?term=36167
BBS8	BBS8	Bardet-Biedl syndrome 8	33217	-3.17187317982148	https://www.ncbi.nlm.nih.gov/gene/?term=33217
BCL7-like	BCL7-like	BCL7-like	31890	0.49717232125014	https://www.ncbi.nlm.nih.gov/gene/?term=31890
BEAF-32	BEAF-32	Boundary element-associated factor of 32kD	36645	0.646265822971345	https://www.ncbi.nlm.nih.gov/gene/?term=36645
BG642163	BG642163	BG642163	4379888	-6.69470637581835	https://www.ncbi.nlm.nih.gov/gene/?term=4379888
BG642167	BG642167	BG642167	4379865	-6.85404296523255	https://www.ncbi.nlm.nih.gov/gene/?term=4379865
BG642312	BG642312	BG642312	4379909	-2.74206589383903	https://www.ncbi.nlm.nih.gov/gene/?term=4379909
BI-1	BI-1	Bax Inhibitor-1	38936	0.440105997203773	https://www.ncbi.nlm.nih.gov/gene/?term=38936
BRWD3	BRWD3	BRWD3	42898	0.638407410332605	https://www.ncbi.nlm.nih.gov/gene/?term=42898
BTBD9	BTBD9	BTB (POZ) domain containing 9	32000	0.552001363596579	https://www.ncbi.nlm.nih.gov/gene/?term=32000
Bace	Bace	beta-site APP-cleaving enzyme	34182	0.638397602621588	https://www.ncbi.nlm.nih.gov/gene/?term=34182
Bap170	Bap170	Brahma associated protein 170kD	35560	0.749263568148909	https://www.ncbi.nlm.nih.gov/gene/?term=35560
Bap60	Bap60	Brahma associated protein 60kD	32268	0.557519667333304	https://www.ncbi.nlm.nih.gov/gene/?term=32268
Best3	Best3	Bestrophin 3	39661	-5.35809000752963	https://www.ncbi.nlm.nih.gov/gene/?term=39661
Best4	Best4	Bestrophin 4	39660	-6.87307412188938	https://www.ncbi.nlm.nih.gov/gene/?term=39660
BicD	BicD	Bicaudal D	35051	0.458980133799649	https://www.ncbi.nlm.nih.gov/gene/?term=35051
BigH1	BigH1	Histone H1 variant BigH1	41780	0.738179059138781	https://www.ncbi.nlm.nih.gov/gene/?term=41780
Bili	Bili	Band4.1 inhibitor LRP interactor	43019	-1.59537884384422	https://www.ncbi.nlm.nih.gov/gene/?term=43019
Blm	Blm	Bloom syndrome helicase	41366	0.609720674577307	https://www.ncbi.nlm.nih.gov/gene/?term=41366
Br140	Br140	Bromodomain-containing protein, 140kD	35648	0.446058043666058	https://www.ncbi.nlm.nih.gov/gene/?term=35648
Bre1	Bre1	Bre1	38652	0.684644286883733	https://www.ncbi.nlm.nih.gov/gene/?term=38652
Bsg25D	Bsg25D	Blastoderm-specific gene 25D	33757	0.496184982441467	https://www.ncbi.nlm.nih.gov/gene/?term=33757
BtbVII	BtbVII	BTB-protein-VII	38376	0.601313492375156	https://www.ncbi.nlm.nih.gov/gene/?term=38376
BthD	BthD	BthD selenoprotein	32317	0.713754542905507	https://www.ncbi.nlm.nih.gov/gene/?term=32317
Bub1	Bub1	Bub1 kinase	33758	0.606100697688001	https://www.ncbi.nlm.nih.gov/gene/?term=33758
Bub3	Bub3	Bub3	43490	0.610306940701356	https://www.ncbi.nlm.nih.gov/gene/?term=43490
Burs	Burs	Bursicon	42560	-3.23706976462094	https://www.ncbi.nlm.nih.gov/gene/?term=42560
C15	C15	C15	42544	-3.81033241931952	https://www.ncbi.nlm.nih.gov/gene/?term=42544
C1GalTA	C1GalTA	Core 1 Galactosyltransferase A	34215	0.803737132036972	https://www.ncbi.nlm.nih.gov/gene/?term=34215
C901	C901	C901	32032	-3.57536677188074	https://www.ncbi.nlm.nih.gov/gene/?term=32032
CASK	CASK	CASK	42567	0.452707821451893	https://www.ncbi.nlm.nih.gov/gene/?term=42567
CBP	CBP	sarcoplasmic calcium-binding protein	31669	0.6052032461888	https://www.ncbi.nlm.nih.gov/gene/?term=31669
CCAP	CCAP	Crustacean cardioactive peptide	42683	-3.56560237288218	https://www.ncbi.nlm.nih.gov/gene/?term=42683
CCAP-R	CCAP-R	Crustacean cardioactive peptide receptor	2768688	-3.47806216151675	https://www.ncbi.nlm.nih.gov/gene/?term=2768688
CCDC151	CCDC151	Coiled-coil domain containing protein 151	39345	-6.14536483395743	https://www.ncbi.nlm.nih.gov/gene/?term=39345
CCHa1-R	CCHa1-R	CCHamide-1 receptor	37004	-3.87670430613578	https://www.ncbi.nlm.nih.gov/gene/?term=37004
CCHa2-R	CCHa2-R	CCHamide-2 receptor	35535	-5.06844520333112	https://www.ncbi.nlm.nih.gov/gene/?term=35535
CCKLR-17D1	CCKLR-17D1	Cholecystokinin-like receptor at 17D1	32860	-4.40969150364243	https://www.ncbi.nlm.nih.gov/gene/?term=32860
CCKLR-17D3	CCKLR-17D3	Cholecystokinin-like receptor at 17D3	32864	-3.77215379033572	https://www.ncbi.nlm.nih.gov/gene/?term=32864
CD98hc	CD98hc	CD98 heavy chain	40941	0.411433003214727	https://www.ncbi.nlm.nih.gov/gene/?term=40941
CDase	CDase	Ceramidase	43618	-1.38495157112857	https://www.ncbi.nlm.nih.gov/gene/?term=43618
CG10000	CG10000	NA	43394	-2.85568525310956	https://www.ncbi.nlm.nih.gov/gene/?term=43394
CG10005	CG10005	NA	41451	-4.01942204205379	https://www.ncbi.nlm.nih.gov/gene/?term=41451
CG10013	CG10013	NA	41494	-2.90752250041495	https://www.ncbi.nlm.nih.gov/gene/?term=41494
CG10014	CG10014	NA	41481	-4.27386697683585	https://www.ncbi.nlm.nih.gov/gene/?term=41481
CG10019	CG10019	NA	33600	-1.71920253998081	https://www.ncbi.nlm.nih.gov/gene/?term=33600
CG10026	CG10026	NA	35226	-1.22920398546663	https://www.ncbi.nlm.nih.gov/gene/?term=35226
CG10029	CG10029	NA	40883	-4.58364361952814	https://www.ncbi.nlm.nih.gov/gene/?term=40883
CG10041	CG10041	NA	41496	-6.3420942095537	https://www.ncbi.nlm.nih.gov/gene/?term=41496
CG10051	CG10051	NA	37222	-1.74491662573617	https://www.ncbi.nlm.nih.gov/gene/?term=37222
CG10055	CG10055	NA	40862	0.593822597589319	https://www.ncbi.nlm.nih.gov/gene/?term=40862
CG10062	CG10062	NA	37224	-1.44203027433489	https://www.ncbi.nlm.nih.gov/gene/?term=37224
CG10064	CG10064	NA	38761	-5.24819604568964	https://www.ncbi.nlm.nih.gov/gene/?term=38761
CG10073	CG10073	NA	37225	-5.49550821066866	https://www.ncbi.nlm.nih.gov/gene/?term=37225
CG10081	CG10081	NA	37226	-4.66441952260536	https://www.ncbi.nlm.nih.gov/gene/?term=37226
CG10089	CG10089	NA	39517	-2.43143927816174	https://www.ncbi.nlm.nih.gov/gene/?term=39517
CG10103	CG10103	NA	38750	0.497050843302322	https://www.ncbi.nlm.nih.gov/gene/?term=38750
CG10132	CG10132	NA	35239	-1.39220522555515	https://www.ncbi.nlm.nih.gov/gene/?term=35239
CG10137	CG10137	NA	35241	-2.0564181242975	https://www.ncbi.nlm.nih.gov/gene/?term=35241
CG10140	CG10140	NA	39511	-5.99886442282758	https://www.ncbi.nlm.nih.gov/gene/?term=39511
CG10151	CG10151	NA	36639	-3.36680099023782	https://www.ncbi.nlm.nih.gov/gene/?term=36639
CG10154	CG10154	NA	39509	-4.02788214426053	https://www.ncbi.nlm.nih.gov/gene/?term=39509
CG10164	CG10164	NA	42777	-3.92343538291674	https://www.ncbi.nlm.nih.gov/gene/?term=42777
CG10165	CG10165	NA	35242	-0.824299003204232	https://www.ncbi.nlm.nih.gov/gene/?term=35242
CG10168	CG10168	NA	42776	-4.20075755425889	https://www.ncbi.nlm.nih.gov/gene/?term=42776
CG10170	CG10170	NA	42774	-0.771087096565196	https://www.ncbi.nlm.nih.gov/gene/?term=42774
CG10177	CG10177	NA	42772	-6.18921706928462	https://www.ncbi.nlm.nih.gov/gene/?term=42772
CG10183	CG10183	NA	42782	-5.81539559411147	https://www.ncbi.nlm.nih.gov/gene/?term=42782
CG10185	CG10185	NA	41953	-2.87744628278227	https://www.ncbi.nlm.nih.gov/gene/?term=41953
CG10188	CG10188	NA	35237	0.477580780061466	https://www.ncbi.nlm.nih.gov/gene/?term=35237
CG10195	CG10195	NA	35228	-1.28331263985601	https://www.ncbi.nlm.nih.gov/gene/?term=35228
CG10202	CG10202	NA	36649	-5.40648673981657	https://www.ncbi.nlm.nih.gov/gene/?term=36649
CG10211	CG10211	NA	35106	-1.26215552431383	https://www.ncbi.nlm.nih.gov/gene/?term=35106
CG10217	CG10217	NA	42809	0.485022346531386	https://www.ncbi.nlm.nih.gov/gene/?term=42809
CG10226	CG10226	NA	38725	-1.3382927639725	https://www.ncbi.nlm.nih.gov/gene/?term=38725
CG10232	CG10232	NA	42800	-2.71558025590119	https://www.ncbi.nlm.nih.gov/gene/?term=42800
CG10252	CG10252	NA	42794	-4.90680681360227	https://www.ncbi.nlm.nih.gov/gene/?term=42794
CG10254	CG10254	NA	42793	0.49551034277236	https://www.ncbi.nlm.nih.gov/gene/?term=42793
CG10257	CG10257	NA	36671	-3.00134410970576	https://www.ncbi.nlm.nih.gov/gene/?term=36671
CG10264	CG10264	NA	41948	-4.41023393033239	https://www.ncbi.nlm.nih.gov/gene/?term=41948
CG10265	CG10265	NA	36676	0.794655014805641	https://www.ncbi.nlm.nih.gov/gene/?term=36676
CG10280	CG10280	NA	40740	-4.36692217110225	https://www.ncbi.nlm.nih.gov/gene/?term=40740
CG10289	CG10289	NA	38714	0.277504103976843	https://www.ncbi.nlm.nih.gov/gene/?term=38714
CG10300	CG10300	NA	42798	-1.6322248949175	https://www.ncbi.nlm.nih.gov/gene/?term=42798
CG10301	CG10301	NA	42797	-3.51051182422288	https://www.ncbi.nlm.nih.gov/gene/?term=42797
CG10307	CG10307	NA	37477	-1.02717749959365	https://www.ncbi.nlm.nih.gov/gene/?term=37477
CG10317	CG10317	NA	41987	-6.10051271002378	https://www.ncbi.nlm.nih.gov/gene/?term=41987
CG10321	CG10321	NA	37464	0.51487978759912	https://www.ncbi.nlm.nih.gov/gene/?term=37464
CG10339	CG10339	NA	37854	-2.46488376601304	https://www.ncbi.nlm.nih.gov/gene/?term=37854
CG10343	CG10343	NA	35127	0.428325596424742	https://www.ncbi.nlm.nih.gov/gene/?term=35127
CG10348	CG10348	NA	35132	-2.24196665669499	https://www.ncbi.nlm.nih.gov/gene/?term=35132
CG10357	CG10357	NA	38435	-2.65526270969716	https://www.ncbi.nlm.nih.gov/gene/?term=38435
CG10359	CG10359	NA	38434	-1.73213785810013	https://www.ncbi.nlm.nih.gov/gene/?term=38434
CG10362	CG10362	NA	32157	-2.54544749531104	https://www.ncbi.nlm.nih.gov/gene/?term=32157
CG10384	CG10384	NA	37567	-1.74284577280684	https://www.ncbi.nlm.nih.gov/gene/?term=37567
CG10405	CG10405	NA	41996	-3.01414518525751	https://www.ncbi.nlm.nih.gov/gene/?term=41996
CG10459	CG10459	NA	36000	-2.70414403684834	https://www.ncbi.nlm.nih.gov/gene/?term=36000
CG10481	CG10481	NA	35273	-4.32914002708924	https://www.ncbi.nlm.nih.gov/gene/?term=35273
CG10483	CG10483	NA	38666	-2.13355135029648	https://www.ncbi.nlm.nih.gov/gene/?term=38666
CG10486	CG10486	NA	38664	-4.76881316013144	https://www.ncbi.nlm.nih.gov/gene/?term=38664
CG10492	CG10492	NA	35177	0.844013549489082	https://www.ncbi.nlm.nih.gov/gene/?term=35177
CG10505	CG10505	NA	37428	-2.40372159477485	https://www.ncbi.nlm.nih.gov/gene/?term=37428
CG10508	CG10508	NA	40342	-1.28112305507499	https://www.ncbi.nlm.nih.gov/gene/?term=40342
CG10543	CG10543	NA	37379	0.487739314146427	https://www.ncbi.nlm.nih.gov/gene/?term=37379
CG10559	CG10559	NA	43063	-2.88315041267819	https://www.ncbi.nlm.nih.gov/gene/?term=43063
CG10576	CG10576	NA	38645	0.520288477051384	https://www.ncbi.nlm.nih.gov/gene/?term=38645
CG10589	CG10589	NA	40313	-6.07296524006877	https://www.ncbi.nlm.nih.gov/gene/?term=40313
CG10598	CG10598	NA	32713	-4.98169187702471	https://www.ncbi.nlm.nih.gov/gene/?term=32713
CG10600	CG10600	NA	35142	0.61043090009442	https://www.ncbi.nlm.nih.gov/gene/?term=35142
CG10602	CG10602	NA	35146	0.4607563914104	https://www.ncbi.nlm.nih.gov/gene/?term=35146
CG10651	CG10651	NA	35303	-5.21969978974301	https://www.ncbi.nlm.nih.gov/gene/?term=35303
CG10663	CG10663	NA	39421	-1.83045798576702	https://www.ncbi.nlm.nih.gov/gene/?term=39421
CG10694	CG10694	NA	42855	-5.05613916461469	https://www.ncbi.nlm.nih.gov/gene/?term=42855
CG10700	CG10700	NA	35183	-4.1260905630799	https://www.ncbi.nlm.nih.gov/gene/?term=35183
CG10710	CG10710	NA	39525	-2.32936733829422	https://www.ncbi.nlm.nih.gov/gene/?term=39525
CG10713	CG10713	NA	39508	-2.28028955483368	https://www.ncbi.nlm.nih.gov/gene/?term=39508
CG10721	CG10721	NA	35296	-1.09706890791563	https://www.ncbi.nlm.nih.gov/gene/?term=35296
CG10730	CG10730	NA	35291	-4.99038078290658	https://www.ncbi.nlm.nih.gov/gene/?term=35291
CG10738	CG10738	NA	39516	-3.05883668534266	https://www.ncbi.nlm.nih.gov/gene/?term=39516
CG10748	CG10748	NA	39469	-6.92170005342644	https://www.ncbi.nlm.nih.gov/gene/?term=39469
CG10750	CG10750	NA	35206	-6.42414674726899	https://www.ncbi.nlm.nih.gov/gene/?term=35206
CG10761	CG10761	NA	31749	-5.59143116649023	https://www.ncbi.nlm.nih.gov/gene/?term=31749
CG10764	CG10764	NA	36962	-3.63876086389907	https://www.ncbi.nlm.nih.gov/gene/?term=36962
CG1077	CG1077	NA	40751	1.965607781241	https://www.ncbi.nlm.nih.gov/gene/?term=40751
CG10793	CG10793	NA	31308	-4.37497996215406	https://www.ncbi.nlm.nih.gov/gene/?term=31308
CG10801	CG10801	NA	31314	-3.2130284689207	https://www.ncbi.nlm.nih.gov/gene/?term=31314
CG10804	CG10804	NA	31317	-1.61993377124016	https://www.ncbi.nlm.nih.gov/gene/?term=31317
CG10809	CG10809	NA	39159	0.604105181502838	https://www.ncbi.nlm.nih.gov/gene/?term=39159
CG10814	CG10814	NA	36481	-3.74578309110812	https://www.ncbi.nlm.nih.gov/gene/?term=36481
CG10834	CG10834	NA	35438	-7.0180056655488	https://www.ncbi.nlm.nih.gov/gene/?term=35438
CG10839	CG10839	NA	34944	-4.56685023162762	https://www.ncbi.nlm.nih.gov/gene/?term=34944
